Z_PK,Z_ENT,Z_OPT,ZKIND,ZMETADATA,ZTAG,ZHASPROCESS,ZBILLCYCLEEND,ZTIMESTAMP,ZWIFIIN,ZWIFIOUT,ZWWANIN,ZWWANOUT
161270,5,1,0,0,1,929,,2022-10-23 15:15:59.220175,0.0,0.0,7376.0,3380.0
161271,5,1,0,0,1,930,,2022-10-23 15:16:00.988777,0.0,0.0,43191.0,31154.0
161272,5,1,0,0,1,931,,2022-10-23 15:16:16.289499,0.0,0.0,2177.0,1848.0
161273,5,1,0,0,1,932,,2022-10-23 15:16:16.422039,0.0,0.0,563416.0,55300.0
161657,5,1,0,0,1,346,,2023-01-02 12:32:32.120310,0.0,0.0,17421.0,8784.0
161658,5,1,0,0,1,347,,2023-01-02 12:32:34.318349,0.0,0.0,1015580.0,197865.0
161957,5,1,0,0,1,868,,2022-08-30 14:43:29.239901,0.0,0.0,30465.0,8688.0
162422,5,1,0,0,1,693,,2022-12-15 20:19:51.385894,0.0,0.0,17183.0,13994.0
162653,5,1,0,0,1,563,,2023-01-06 12:12:53.979159,0.0,0.0,1218897.0,944243.0
162664,5,1,0,0,1,795,,2023-01-06 12:11:51.505636,0.0,0.0,35035725.0,372787.0
162674,5,1,0,0,1,835,,2023-01-06 12:13:04.163018,0.0,0.0,11978544.0,1694299.0
162686,5,1,0,0,1,885,,2023-01-06 12:12:56.617152,0.0,0.0,2692741.0,1390476.0
162714,5,1,0,0,1,981,,2022-12-21 08:36:53.176330,0.0,0.0,140665.0,40742.0
163034,5,1,0,0,1,971,,2023-01-07 21:02:56.002855,0.0,0.0,8788530.0,320704.0
163044,5,1,0,0,1,1010,,2023-01-05 20:12:26.070141,0.0,0.0,9130715.0,1654295.0
163045,5,1,0,0,1,1011,,2023-01-05 20:12:28.855409,0.0,0.0,18464.0,13446.0
163207,5,1,0,0,1,956,,2023-01-08 15:38:40.016393,0.0,0.0,11493.0,7161.0
163208,5,1,0,0,1,993,,2023-01-08 15:38:49.368716,0.0,0.0,29382398.0,174501.0
163976,5,1,0,0,1,1023,,2023-01-26 09:15:31.474317,0.0,0.0,3343.0,912.0
164051,5,2,0,0,1,1024,,2023-01-26 19:22:54.369776,0.0,0.0,1088.0,920.0
164160,5,1,0,0,1,674,,2023-01-12 14:09:52.910261,0.0,0.0,58078.0,44522.0
164195,5,1,0,0,1,960,,2023-01-12 21:09:06.257872,0.0,0.0,785290.0,39034.0
164259,5,1,0,0,1,147,,2023-01-27 13:40:01.893212,0.0,0.0,429.0,215.0
164260,5,1,0,0,1,1025,,2023-01-27 13:40:05.501674,0.0,0.0,176880.0,9504.0
164400,5,1,0,0,1,329,,2022-04-12 14:37:55.784280,0.0,0.0,26599.0,15030.0
164422,5,1,0,0,1,735,,2022-04-12 14:37:56.355592,0.0,0.0,859952.0,561820.0
164641,5,1,0,0,1,150,,2022-11-14 21:45:54.617324,0.0,0.0,1885456.0,1340955.0
164661,5,1,0,0,1,257,,2023-01-14 14:08:53.120674,0.0,0.0,450462.0,235508.0
164662,5,1,0,0,1,258,,2023-01-14 14:08:56.539868,0.0,0.0,128421257.0,111417555.0
164666,5,1,0,0,1,318,,2023-01-14 23:43:07.868798,0.0,0.0,218163.0,80711.0
164681,5,1,0,0,1,417,,2023-01-14 08:12:04.642160,0.0,0.0,14432244108.0,168011750.0
164703,5,1,0,0,1,679,,2023-01-14 18:35:11.391118,0.0,0.0,101078.0,57920.0
164704,5,1,0,0,1,680,,2023-01-14 18:35:11.760922,0.0,0.0,367613922.0,7009519.0
164735,5,1,0,0,1,880,,2023-01-14 18:35:14.772851,0.0,0.0,32037.0,22978.0
164753,5,1,0,0,1,968,,2023-01-14 14:08:54.457493,0.0,0.0,53649.0,73928.0
164754,5,1,0,0,1,972,,2023-01-14 18:35:15.496040,0.0,0.0,2742403.0,143495.0
164759,5,1,0,0,1,979,,2023-01-14 18:36:10.408059,0.0,0.0,14462.0,11573.0
164774,5,81,0,0,1,1026,,2023-01-29 03:55:33.212291,0.0,0.0,47703.0,34178.0
164776,5,111,0,0,1,1027,,2023-01-29 03:55:35.277438,0.0,0.0,8407166.0,2404247.0
164777,5,7,0,0,1,1028,,2023-01-29 03:55:36.072953,0.0,0.0,22113.0,15925.0
164778,5,1,0,0,1,1029,,2023-01-29 03:55:37.344564,0.0,0.0,8127.0,4491.0
164934,5,1,0,0,1,710,,2023-01-15 03:09:58.256336,0.0,0.0,358981.0,138571.0
165160,5,1,0,0,1,249,,2022-05-16 14:51:05.772228,0.0,0.0,42482.0,23303.0
165224,5,1,0,0,1,974,,2023-01-16 11:19:52.717677,0.0,0.0,254867962.0,15066138.0
165226,5,1,0,0,1,976,,2023-01-16 11:20:49.739026,0.0,0.0,1234811.0,288965.0
165227,5,1,0,0,1,977,,2023-01-16 11:20:37.200624,0.0,0.0,56051.0,34792.0
165442,5,1,0,0,1,881,,2023-01-17 21:35:50.399393,0.0,0.0,2873.0,1178.0
165443,5,1,0,0,1,882,,2023-01-17 21:35:53.218366,0.0,0.0,86575.0,71882.0
165624,5,1,0,0,1,302,,2022-11-09 12:08:28.396815,0.0,0.0,3574739.0,1229150.0
165625,5,1,0,0,1,303,,2022-11-09 12:08:31.585285,0.0,0.0,2897739.0,4106216.0
165644,5,1,0,0,1,582,,2023-01-18 16:05:17.877593,0.0,0.0,560497.0,329701.0
165645,5,1,0,0,1,584,,2023-01-18 16:05:19.804954,0.0,0.0,143672021.0,67222436.0
165671,5,1,0,0,1,934,,2023-01-18 16:05:30.204710,0.0,0.0,843976.0,378739.0
165780,5,4,0,0,1,288,,2023-02-02 20:26:56.748090,0.0,0.0,8287.0,9897.0
165857,5,1,0,0,1,191,,2023-01-01 01:14:35.447246,0.0,0.0,12393138.0,1597892.0
165858,5,1,0,0,1,209,,2022-04-14 21:39:02.073526,0.0,0.0,983.0,440.0
166186,5,18,0,0,1,834,,2023-02-04 07:38:02.658834,0.0,0.0,81762.0,73703.0
166187,5,3,0,0,1,865,,2023-02-04 07:38:02.344775,0.0,0.0,9883.0,2602.0
166188,5,13,0,0,1,430,,2023-02-04 07:40:19.350988,0.0,0.0,5707.0,2200.0
166189,5,8,0,0,1,559,,2023-02-04 07:40:19.048061,0.0,0.0,1615.0,1311.0
166190,5,8,0,0,1,66,,2023-02-04 07:40:20.015653,0.0,0.0,292749.0,119959.0
166191,5,30,0,0,1,889,,2023-02-04 07:40:22.077291,0.0,0.0,341711.0,218918.0
166192,5,17,0,0,1,372,,2023-02-04 07:47:07.511440,0.0,0.0,200917.0,59343.0
166193,5,78,0,0,1,94,,2023-02-04 07:47:10.324485,0.0,0.0,1149744.0,214481.0
166194,5,3,0,0,1,121,,2023-02-04 07:47:14.527203,0.0,0.0,22006.0,4552.0
166195,5,1,0,0,1,896,,2023-02-04 07:48:18.644121,0.0,0.0,14720.0,2773.0
166196,5,20,0,0,1,46,,2023-02-04 07:51:48.792288,0.0,0.0,137312.0,39328.0
166197,5,80,0,0,1,926,,2023-02-04 07:54:56.319511,0.0,0.0,398992334.0,3285355.0
166198,5,13,0,0,1,70,,2023-02-04 08:08:43.094928,0.0,0.0,57930.0,45114.0
166199,5,6,0,0,1,156,,2023-02-04 08:31:04.708666,0.0,0.0,81251.0,22543.0
166200,5,3,0,0,1,335,,2023-02-04 08:35:38.804232,0.0,0.0,3437.0,1313.0
166201,5,8,0,0,1,339,,2023-02-04 08:35:40.826716,0.0,0.0,258999.0,20995.0
166202,5,1,0,0,1,904,,2023-02-04 08:47:21.334340,0.0,0.0,10298.0,2440.0
166203,5,7,0,0,1,125,,2023-02-04 08:48:01.029807,0.0,0.0,972340.0,189017.0
166204,5,5,0,0,1,124,,2023-02-04 08:47:59.893397,0.0,0.0,2410.0,966.0
166205,5,10,0,0,1,134,,2023-02-04 08:49:53.190394,0.0,0.0,11173.0,5523.0
166206,5,28,0,0,1,48,,2023-02-04 08:49:53.814907,0.0,0.0,5013922.0,745240.0
166207,5,1,0,0,1,831,,2023-02-04 08:49:58.174344,0.0,0.0,102943.0,8928.0
166208,5,2,0,0,1,309,,2023-02-04 08:50:14.060283,0.0,0.0,16800.0,10984.0
166209,5,2,0,0,1,99,,2023-02-04 08:50:14.070975,0.0,0.0,12070.0,7387.0
166210,5,1,0,0,1,884,,2023-02-04 08:52:49.541999,0.0,0.0,95188.0,31878.0
166211,5,1,0,0,1,806,,2023-02-04 08:53:44.260434,0.0,0.0,528.0,253.0
166212,5,2,0,0,1,894,,2023-02-04 08:53:46.216369,0.0,0.0,17012.0,8982.0
166213,5,6,0,0,1,418,,2023-02-04 08:57:39.477887,0.0,0.0,24300.0,7153.0
166214,5,16,0,0,1,57,,2023-02-04 10:17:07.468732,0.0,0.0,202432.0,51311.0
166215,5,63,0,0,1,221,,2023-02-04 13:54:20.635404,0.0,0.0,262331.0,338778.0
166216,5,112,0,0,1,47,,2023-02-04 14:31:54.521967,0.0,0.0,12363848.0,3354117.0
166217,5,8,0,0,1,95,,2023-02-04 14:32:55.679943,0.0,0.0,6607.0,2207.0
166218,5,18,0,0,1,897,,2023-02-04 14:35:19.661061,0.0,0.0,138404.0,56496.0
166219,5,53,0,0,1,925,,2023-02-04 14:38:11.467849,0.0,0.0,2557715.0,1034428.0
166220,5,2,0,0,1,927,,2023-02-04 14:38:13.153824,0.0,0.0,2427.0,1845.0
166221,5,33,0,0,1,924,,2023-02-04 14:38:10.537294,0.0,0.0,24387.0,9275.0
166222,5,4,0,0,1,82,,2023-02-04 14:38:15.638714,0.0,0.0,46394.0,5295.0
166223,5,6,0,0,1,628,,2023-02-04 14:39:44.199894,0.0,0.0,9381.0,8484.0
166224,5,8,0,0,1,96,,2023-02-04 15:21:42.678848,0.0,0.0,161999.0,55616.0
166225,5,1,0,0,1,899,,2023-02-04 15:22:03.715191,0.0,0.0,9115.0,12505.0
166226,5,1,0,0,1,218,,2023-02-04 15:22:02.988208,0.0,0.0,1087.0,920.0
166227,5,3,0,0,1,895,,2023-02-04 15:22:28.552359,0.0,0.0,26963.0,36994.0
166228,5,3,0,0,1,945,,2023-02-04 15:23:25.913581,0.0,0.0,58785.0,17231.0
166229,5,7,0,0,1,800,,2023-02-04 15:23:27.917157,0.0,0.0,6981.0,11766.0
166230,5,56,0,0,1,369,,2023-02-04 15:35:06.654304,0.0,0.0,484614.0,455171.0
166231,5,22,0,0,1,392,,2023-02-04 16:55:09.641609,0.0,0.0,250542.0,68568.0
166232,5,22,0,0,1,144,,2023-02-04 16:57:22.016125,0.0,0.0,181818.0,128459.0
166233,5,37,0,0,1,735,,2023-02-04 16:57:21.898364,0.0,0.0,357308.0,174304.0
166234,5,13,0,0,1,329,,2023-02-04 16:57:20.959577,0.0,0.0,6504.0,3029.0
166235,5,12,0,0,1,830,,2023-02-04 16:57:21.514458,0.0,0.0,40597.0,11704.0
166236,5,139,0,0,1,1020,,2023-02-04 16:57:24.730650,0.0,0.0,40290842.0,5216729.0
166237,5,1,0,0,1,331,,2023-02-04 16:57:24.748333,0.0,0.0,1345.0,930.0
166238,5,2,0,0,1,195,,2023-02-04 16:57:30.343928,0.0,0.0,12872.0,2705.0
166239,5,15,0,0,1,837,,2023-02-04 16:57:49.765089,0.0,0.0,1875150.0,324146.0
166240,5,21,0,0,1,888,,2023-02-04 17:04:54.934777,0.0,0.0,42899.0,27034.0
166241,5,6,0,0,1,572,,2023-02-04 17:05:11.469350,0.0,0.0,123226.0,17380.0
166242,5,4,0,0,1,219,,2023-02-04 17:20:33.944938,0.0,0.0,20178.0,4994.0
166243,5,1,0,0,1,81,,2023-02-04 17:29:43.769572,0.0,0.0,494140.0,24324.0
166244,5,25,0,0,1,54,,2023-02-04 17:31:43.924571,0.0,0.0,666593.0,124695.0
166245,5,103,0,0,1,39,,2023-02-04 17:31:46.527279,0.0,0.0,446832.0,996552.0
166246,5,2,0,0,1,386,,2023-02-04 17:37:50.386967,0.0,0.0,886.0,338.0
166247,5,14,0,0,1,845,,2023-02-04 17:58:31.311212,0.0,0.0,98988.0,59736.0
166248,5,3,0,0,1,890,,2023-02-04 17:58:28.587220,0.0,0.0,40171.0,8659.0
166249,5,26,0,0,1,52,,2023-02-04 17:58:29.473154,0.0,0.0,4573353.0,140257.0
166250,5,2,0,0,1,892,,2023-02-04 17:58:32.926767,0.0,0.0,26762.0,4223.0
166251,5,17,0,0,1,35,,2023-02-04 17:58:32.913550,0.0,0.0,31423.0,38528.0
166252,5,37,0,0,1,248,,2023-02-04 17:58:32.838820,0.0,0.0,80498.0,139887.0
166253,5,13,0,0,1,117,,2023-02-04 17:58:37.872587,0.0,0.0,81439.0,56642.0
166254,5,3,0,0,1,695,,2023-02-04 18:16:23.112291,0.0,0.0,34368.0,15683.0
166255,5,3,0,0,1,385,,2023-02-04 18:19:47.571100,0.0,0.0,12011.0,3086.0
166256,5,76,0,0,1,33,,2023-02-04 20:46:53.799912,0.0,0.0,95550.0,77033.0
166257,5,122,0,0,1,55,,2023-02-04 21:00:56.778989,0.0,0.0,641377.0,253169.0
166258,5,3,0,0,1,851,,2023-02-04 21:01:06.827627,0.0,0.0,1000.0,386.0
166259,5,50,0,0,1,43,,2023-02-04 21:01:06.172208,0.0,0.0,478409.0,136622.0
166260,5,2,0,0,1,849,,2023-02-04 21:01:08.235358,0.0,0.0,32314.0,5117.0
166261,5,53,0,0,1,50,,2023-02-04 21:04:49.218253,0.0,0.0,23696.0,14855.0
166262,5,214,0,0,1,73,,2023-02-04 21:04:52.143415,0.0,0.0,201038889.0,12187018.0
166263,5,5,0,0,1,387,,2023-02-04 21:05:09.379970,0.0,0.0,33804.0,11243.0
166264,5,75,0,0,1,44,,2023-02-04 21:07:02.317001,0.0,0.0,12939.0,10752.0
166265,5,22,0,0,1,552,,2023-02-04 21:09:34.408218,0.0,0.0,25639.0,16499.0
166266,5,8,0,0,1,391,,2023-02-04 21:15:36.861237,0.0,0.0,556357.0,74741.0
166267,5,6,0,0,1,78,,2023-02-04 21:15:34.874197,0.0,0.0,2598.0,877.0
166268,5,32,0,0,1,588,,2023-02-04 21:28:04.148560,0.0,0.0,41423.0,20212.0
166269,5,40,0,0,1,589,,2023-02-04 21:28:07.158228,0.0,0.0,4506874.0,963827.0
166270,5,15,0,0,1,67,,2023-02-04 21:35:04.876322,0.0,0.0,12803.0,4089.0
166271,5,5,0,0,1,145,,2023-02-04 21:43:37.477761,0.0,0.0,36189.0,12659.0
166272,5,23,0,0,1,65,,2023-02-04 21:44:38.426264,0.0,0.0,372862.0,141488.0
166273,5,7,0,0,1,64,,2023-02-04 21:44:37.366145,0.0,0.0,3931.0,1303.0
166274,5,4,0,0,1,348,,2023-02-04 21:48:06.917169,0.0,0.0,15851.0,9171.0
166275,5,19,0,0,1,34,,2023-02-04 21:48:06.382334,0.0,0.0,197037.0,67170.0
166276,5,2,0,0,1,103,,2023-02-04 22:01:28.562761,0.0,0.0,14859.0,3084.0
166277,5,82,0,0,1,811,,2023-02-04 22:01:28.575707,0.0,0.0,88608.0,98710.0
166278,5,6,0,0,1,886,,2023-02-04 22:31:39.925655,0.0,0.0,45384.0,30696.0
166279,5,10,0,0,1,56,,2023-02-04 22:47:01.197650,0.0,0.0,3550.0,2896.0
166388,5,1,0,0,1,579,,2022-04-17 12:55:06.088485,0.0,0.0,108496520.0,2277761.0
166418,5,1,0,0,1,861,,2023-01-21 22:14:10.938105,0.0,0.0,62482.0,24029.0
166421,5,1,0,0,1,866,,2023-01-21 22:08:46.573184,0.0,0.0,3900879.0,862160.0
166436,5,1,0,0,1,914,,2023-01-21 22:16:10.790197,0.0,0.0,128222.0,162789.0
166443,5,1,0,0,1,1009,,2023-01-21 14:26:53.989352,0.0,0.0,45093.0,20864.0
166444,5,14,0,0,1,42,,2023-02-04 23:28:38.756977,0.0,0.0,186960.0,83946.0
166445,5,3,0,0,1,41,,2023-02-04 23:28:37.099688,0.0,0.0,276.0,180.0
166446,5,13,0,0,1,197,,2023-02-04 23:28:46.284114,0.0,0.0,55974.0,25339.0
166447,5,40,0,0,1,170,,2023-02-04 23:55:46.045652,0.0,0.0,5006611.0,1081041.0
166448,5,13,0,0,1,168,,2023-02-04 23:55:44.578905,0.0,0.0,10502.0,5246.0
166449,5,4,0,0,1,107,,2023-02-04 23:55:48.834233,0.0,0.0,19864.0,6362.0
166450,5,9,0,0,1,832,,2023-02-04 23:55:48.875089,0.0,0.0,116491.0,61265.0
166451,5,2,0,0,1,169,,2023-02-04 23:55:47.045887,0.0,0.0,9117.0,3979.0
166452,5,1,0,0,1,794,,2023-02-04 23:55:52.298584,0.0,0.0,8127.0,3496.0
166453,5,6,0,0,1,584,,2023-02-04 23:57:36.376776,0.0,0.0,635295.0,319502.0
166454,5,5,0,0,1,582,,2023-02-04 23:57:35.253809,0.0,0.0,5573.0,2871.0
166455,5,2,0,0,1,674,,2023-02-04 23:57:38.387012,0.0,0.0,3683.0,1856.0
166456,5,2,0,0,1,934,,2023-02-04 23:57:40.232685,0.0,0.0,42744.0,20226.0
166457,5,14,0,0,1,797,,2023-02-04 23:58:40.618483,0.0,0.0,8095.0,3621.0
166458,5,7,0,0,1,944,,2023-02-04 23:58:44.054188,0.0,0.0,3584138.0,43319.0
166459,5,1,0,0,1,852,,2023-02-05 00:14:10.938085,0.0,0.0,8343.0,3395.0
166460,5,2,0,0,1,84,,2023-02-05 00:14:30.876584,0.0,0.0,47553.0,24377.0
166461,5,2,0,0,1,63,,2023-02-05 00:38:30.962258,0.0,0.0,650.0,460.0
166462,5,11,0,0,1,798,,2023-02-05 00:38:37.621693,0.0,0.0,129887.0,116662.0
166463,5,4,0,0,1,69,,2023-02-05 00:38:37.327043,0.0,0.0,27662.0,54952.0
166464,5,9,0,0,1,106,,2023-02-05 00:39:34.381681,0.0,0.0,46660.0,26772.0
166465,5,10,0,0,1,710,,2023-02-05 00:39:44.734641,0.0,0.0,42364.0,91148.0
166466,5,15,0,0,1,101,,2023-02-05 00:39:46.817723,0.0,0.0,71697.0,125970.0
166467,5,4,0,0,1,843,,2023-02-05 00:39:50.357469,0.0,0.0,16818.0,33041.0
166468,5,11,0,0,1,569,,2023-02-05 00:46:27.161870,0.0,0.0,44147.0,32390.0
166469,5,1,0,0,1,870,,2023-02-05 01:23:08.537987,0.0,0.0,11047.0,2889.0
166470,5,4,0,0,1,100,,2023-02-05 01:28:46.888913,0.0,0.0,66907.0,21500.0
166471,5,9,0,0,1,128,,2023-02-05 01:37:34.234206,0.0,0.0,417.0,2347.0
166472,5,7,0,0,1,372,,2023-02-05 09:15:40.069889,0.0,0.0,78257.0,18374.0
166473,5,2,0,0,1,418,,2023-02-05 09:17:50.943644,0.0,0.0,8090.0,2319.0
166474,5,2,0,0,1,559,,2023-02-05 09:17:56.327162,0.0,0.0,328.0,264.0
166475,5,23,0,0,1,94,,2023-02-05 10:33:01.538289,0.0,0.0,579262.0,66412.0
166476,5,7,0,0,1,46,,2023-02-05 10:48:05.709023,0.0,0.0,58774.0,17181.0
166477,5,7,0,0,1,182,,2023-02-05 10:48:11.171019,0.0,0.0,30781.0,8386.0
166478,5,4,0,0,1,76,,2023-02-05 10:48:10.696101,0.0,0.0,19641.0,7362.0
166479,5,5,0,0,1,108,,2023-02-05 10:48:09.328673,0.0,0.0,36394.0,18447.0
166480,5,1,0,0,1,840,,2023-02-05 10:48:20.783874,0.0,0.0,407.0,203.0
166481,5,1,0,0,1,841,,2023-02-05 10:48:24.091083,0.0,0.0,7021.0,2089.0
166482,5,10,0,0,1,158,,2023-02-05 10:48:43.706491,0.0,0.0,17072.0,8507.0
166483,5,37,0,0,1,125,,2023-02-05 10:48:44.725867,0.0,0.0,1925396.0,84631043.0
166484,5,12,0,0,1,827,,2023-02-05 10:48:46.484562,0.0,0.0,7056330.0,1249123.0
166485,5,7,0,0,1,675,,2023-02-05 10:48:49.486109,0.0,0.0,37525.0,31601.0
166486,5,3,0,0,1,188,,2023-02-05 10:48:47.303507,0.0,0.0,99098.0,40343.0
166487,5,6,0,0,1,71,,2023-02-05 10:49:12.045690,0.0,0.0,31420.0,13250.0
166488,5,4,0,0,1,161,,2023-02-05 10:49:12.040311,0.0,0.0,79633.0,46170.0
166489,5,2,0,0,1,259,,2023-02-05 11:37:53.927264,0.0,0.0,2326.0,826.0
166490,5,2,0,0,1,844,,2023-02-05 11:38:00.179483,0.0,0.0,36990.0,9846.0
166491,5,7,0,0,1,834,,2023-02-05 11:39:40.648420,0.0,0.0,56711.0,17818.0
166492,5,4,0,0,1,430,,2023-02-05 11:39:40.961414,0.0,0.0,2098.0,780.0
166493,5,4,0,0,1,889,,2023-02-05 11:39:44.897473,0.0,0.0,45353.0,16204.0
166494,5,1,0,0,1,92,,2023-02-05 11:40:35.657513,0.0,0.0,1572.0,593.0
166495,5,2,0,0,1,812,,2023-02-05 11:40:36.718434,0.0,0.0,80097.0,18612.0
166496,5,1,0,0,1,264,,2023-02-05 11:40:40.737299,0.0,0.0,476.0,138.0
166497,5,1,0,0,1,859,,2023-02-05 11:40:43.477310,0.0,0.0,9756.0,2137.0
166498,5,2,0,0,1,581,,2023-02-05 11:40:44.640075,0.0,0.0,9116.0,10192.0
166499,5,2,0,0,1,388,,2023-02-05 11:40:44.635535,0.0,0.0,22911.0,10415.0
166500,5,3,0,0,1,318,,2023-02-05 11:40:44.627583,0.0,0.0,19017.0,12488.0
166501,5,3,0,0,1,914,,2023-02-05 11:40:44.622963,0.0,0.0,9369.0,9889.0
166502,5,10,0,0,1,234,,2023-02-05 11:40:56.177256,0.0,0.0,15216.0,6932.0
166503,5,1,0,0,1,967,,2023-02-05 11:41:02.764057,0.0,0.0,23826.0,6999.0
166504,5,3,0,0,1,553,,2023-02-05 11:52:47.421123,0.0,0.0,39015.0,8174.0
166505,5,2,0,0,1,902,,2023-02-05 11:53:09.355361,0.0,0.0,18947.0,9285.0
166506,5,1,0,0,1,901,,2023-02-05 11:53:07.639294,0.0,0.0,629.0,204.0
166507,5,1,0,0,1,806,,2023-02-05 12:06:33.231718,0.0,0.0,528.0,253.0
166508,5,12,0,0,1,57,,2023-02-05 12:20:48.266838,0.0,0.0,101204.0,33936.0
166509,5,1,0,0,1,894,,2023-02-05 12:20:55.114938,0.0,0.0,5971.0,2382.0
166510,5,4,0,0,1,911,,2023-02-05 12:31:42.072736,0.0,0.0,467792.0,20697.0
166511,5,10,0,0,1,70,,2023-02-05 12:35:40.106820,0.0,0.0,44554.0,18108.0
166512,5,1,0,0,1,912,,2023-02-05 12:35:51.762857,0.0,0.0,878900.0,7631.0
166513,5,1,0,0,1,973,,2023-02-05 12:52:09.143398,0.0,0.0,574.0,214.0
166514,5,2,0,0,1,975,,2023-02-05 12:52:11.498164,0.0,0.0,536170.0,5575.0
166515,5,30,0,0,1,221,,2023-02-05 14:11:20.368945,0.0,0.0,137091.0,99516.0
166516,5,8,0,0,1,124,,2023-02-05 14:31:11.781126,0.0,0.0,4857.0,1849.0
166517,5,2,0,0,1,213,,2023-02-05 14:31:28.325820,0.0,0.0,31309.0,3174.0
166518,5,5,0,0,1,185,,2023-02-05 14:31:27.784661,0.0,0.0,860075.0,42964.0
166519,5,41,0,0,1,47,,2023-02-05 14:32:51.300059,0.0,0.0,190090.0,1127490.0
166520,5,3,0,0,1,156,,2023-02-05 14:41:29.668863,0.0,0.0,42185.0,10266.0
166521,5,2,0,0,1,143,,2023-02-05 14:50:27.816579,0.0,0.0,4529.0,2306.0
166522,5,1,2,0,1,142,,2023-02-05 14:50:36.039708,0.0,0.0,4429.0,2122.0
166523,5,1,0,0,1,82,,2023-02-05 14:50:47.385311,0.0,0.0,368.0,126.0
166524,5,74,0,0,1,39,,2023-02-05 17:32:02.009773,0.0,0.0,253510.0,945818.0
166525,5,4,0,0,1,223,,2023-02-05 17:38:38.323166,0.0,0.0,480.0,192.0
166526,5,7,0,0,1,392,,2023-02-05 17:40:32.186338,0.0,0.0,95018.0,17130.0
166527,5,11,0,0,1,837,,2023-02-05 17:43:30.170058,0.0,0.0,792843.0,165989.0
166528,5,1,0,0,1,339,,2023-02-05 18:10:48.711070,0.0,0.0,125521.0,15339.0
166529,5,1,0,0,1,970,,2023-02-05 18:10:48.697594,0.0,0.0,10538.0,4129.0
166530,5,5,0,0,1,341,,2023-02-05 18:10:46.724730,0.0,0.0,935765.0,15257.0
166531,5,3,0,0,1,335,,2023-02-05 18:10:46.423755,0.0,0.0,6096.0,2542.0
166532,5,2,0,0,1,890,,2023-02-05 18:23:16.911598,0.0,0.0,33344.0,4810.0
166533,5,5,0,0,1,892,,2023-02-05 18:23:24.274707,0.0,0.0,41809.0,7182.0
166534,5,7,0,0,1,35,,2023-02-05 18:24:06.895086,0.0,0.0,25863.0,30822.0
166535,5,9,0,0,1,845,,2023-02-05 18:24:09.209103,0.0,0.0,64992.0,46772.0
166536,5,9,0,0,1,54,,2023-02-05 18:24:10.031351,0.0,0.0,130988.0,32230.0
166537,5,2,0,0,1,121,,2023-02-05 18:24:11.049614,0.0,0.0,11760.0,2534.0
166538,5,2,0,0,1,144,,2023-02-05 18:24:10.184111,0.0,0.0,5794.0,5920.0
166539,5,12,0,0,1,369,,2023-02-05 18:24:11.888212,0.0,0.0,181505.0,47320.0
166540,5,1,0,0,1,109,,2023-02-05 18:24:11.807599,0.0,0.0,13134.0,3875.0
166541,5,4,0,0,1,52,,2023-02-05 18:24:12.038431,0.0,0.0,1620391.0,19316.0
166542,5,5,0,0,1,499,,2023-02-05 18:24:17.112924,0.0,0.0,47767.0,13279.0
166543,5,2,0,0,1,111,,2023-02-05 18:24:25.216356,0.0,0.0,48508.0,5586.0
166544,5,2,0,0,1,117,,2023-02-05 18:24:25.223455,0.0,0.0,9335.0,3785.0
166545,5,3,0,0,1,897,,2023-02-05 18:34:49.143280,0.0,0.0,30193.0,5333.0
166546,5,4,0,0,1,628,,2023-02-05 18:34:51.252263,0.0,0.0,9174.0,7096.0
166547,5,3,0,0,1,800,,2023-02-05 18:45:06.245618,0.0,0.0,6149.0,4598.0
166548,5,7,0,0,1,237,,2023-02-05 18:45:13.343215,0.0,0.0,33634.0,21347.0
166549,5,1,0,0,1,943,,2023-02-05 18:45:11.661366,0.0,0.0,5068.0,1117.0
166550,5,3,0,0,1,87,,2023-02-05 18:45:11.765941,0.0,0.0,63541.0,25021.0
166551,5,1,0,0,1,386,,2023-02-05 18:45:12.506455,0.0,0.0,679.0,198.0
166552,5,2,0,0,1,86,,2023-02-05 18:45:11.031863,0.0,0.0,1230.0,406.0
166553,5,1,0,0,1,910,,2023-02-05 18:45:15.669109,0.0,0.0,8844.0,12300.0
166554,5,16,0,0,1,235,,2023-02-05 18:45:15.511780,0.0,0.0,3559194.0,423908.0
166555,5,2,0,0,1,195,,2023-02-05 18:45:14.331567,0.0,0.0,13256.0,3087.0
166556,5,8,0,0,1,856,,2023-02-05 18:45:16.283990,0.0,0.0,8424939.0,275494.0
166557,5,4,0,0,1,359,,2023-02-05 18:45:16.671475,0.0,0.0,5251.0,4248.0
166558,5,50,0,0,1,33,,2023-02-05 21:02:20.114139,0.0,0.0,78018.0,62462.0
166559,5,55,0,0,1,43,,2023-02-05 21:06:22.517478,0.0,0.0,377524.0,121036.0
166560,5,87,0,0,1,73,,2023-02-05 21:07:26.361610,0.0,0.0,64886768.0,3661382.0
166561,5,30,0,0,1,50,,2023-02-05 21:07:25.088160,0.0,0.0,14700.0,8800.0
166562,5,4,0,0,1,105,,2023-02-05 21:09:41.436070,0.0,0.0,44469.0,37242.0
166563,5,40,0,0,1,552,,2023-02-05 21:12:25.309667,0.0,0.0,38384.0,32077.0
166564,5,75,0,0,1,44,,2023-02-05 21:12:24.341288,0.0,0.0,8990.0,6711.0
166565,5,1,0,0,1,842,,2023-02-05 21:13:51.980846,0.0,0.0,171.0,60.0
