Z_PK,Z_ENT,Z_OPT,ZKIND,ZMETADATA,ZTAG,ZHASPROCESS,ZBILLCYCLEEND,ZTIMESTAMP,ZWIFIIN,ZWIFIOUT,ZWWANIN,ZWWANOUT
1,5,1248806,255,0,1,32,,2021-04-12 22:51:16.389543,0.0,0.0,390434018830.0,846419321.0
73,5,1,0,0,0,33,,2020-06-26 13:24:05.922111,0.0,0.0,807.0,243.0
174,5,1,0,0,0,52,,2020-06-27 13:30:21.566259,0.0,0.0,200.0,60.0
175,5,1,0,0,0,101,,2020-06-27 13:30:21.541929,0.0,0.0,230.0,64.0
176,5,2,0,0,0,33,,2020-06-27 13:30:21.499958,0.0,0.0,2940.0,966.0
177,5,1,0,0,0,43,,2020-06-27 13:30:21.576906,0.0,0.0,179.0,68.0
202,5,1,0,0,0,38,,2020-06-27 16:25:04.331384,0.0,0.0,230.0,64.0
203,5,1,0,0,0,41,,2020-06-27 16:25:04.295629,0.0,0.0,92.0,60.0
379,5,1,0,0,0,43,,2020-06-29 11:25:57.457778,0.0,0.0,344.0,137.0
380,5,1,0,0,0,52,,2020-06-29 11:25:57.421645,0.0,0.0,200.0,60.0
381,5,1,0,0,0,33,,2020-06-29 11:25:57.122853,0.0,0.0,2354.0,772.0
382,5,1,0,0,0,50,,2020-06-29 11:25:57.072823,0.0,0.0,281.0,201.0
383,5,1,0,0,0,60,,2020-06-29 11:25:57.357829,0.0,0.0,230.0,64.0
799,5,3272,1,0,0,253,,2020-07-04 00:25:28.165995,0.0,0.0,137054957.0,0.0
807,5,1,0,0,0,52,,2020-07-04 01:57:09.280560,0.0,0.0,200.0,60.0
808,5,1,0,0,0,33,,2020-07-04 01:57:08.457606,0.0,0.0,2291.0,729.0
1372,5,1,0,0,0,33,,2020-07-11 10:54:00.589265,0.0,0.0,121.0,66.0
2179,5,1,0,0,0,33,,2020-07-15 22:57:15.262862,0.0,0.0,345.0,129.0
4469,5,1,0,0,0,47,,2020-07-29 19:35:05.460747,0.0,0.0,1681.0,2995.0
4470,5,1,0,0,0,55,,2020-07-29 19:35:05.127332,0.0,0.0,0.0,388.0
10944,5,1,0,0,0,33,,2020-09-16 22:17:41.614158,0.0,0.0,320.0,125.0
13082,5,1,0,0,0,55,,2020-09-30 18:08:21.220022,0.0,0.0,0.0,264.0
13083,5,1,0,0,0,39,,2020-09-30 18:08:21.224531,0.0,0.0,1142.0,6779.0
13084,5,1,0,0,0,44,,2020-09-30 18:08:21.211381,0.0,0.0,0.0,607.0
13085,5,1,0,0,0,33,,2020-09-30 18:08:21.216604,0.0,0.0,0.0,680.0
13086,5,1,0,0,0,43,,2020-09-30 18:08:21.222171,0.0,0.0,0.0,2240.0
13849,5,1,0,0,0,39,,2020-10-05 17:34:46.192364,0.0,0.0,5048.0,8894.0
17813,5,1,0,0,0,223,,2020-10-30 00:10:01.326010,0.0,0.0,120.0,48.0
43129,5,1,0,0,1,605,,2021-04-18 19:29:15.935025,0.0,0.0,12954.0,2343.0
43509,5,11,0,0,1,523,,2021-04-24 14:04:20.565082,0.0,0.0,451196.0,224100.0
43629,5,4,0,0,1,612,,2021-04-25 15:55:14.957845,0.0,0.0,33710.0,18147.0
44421,5,2,0,0,1,616,,2021-05-03 10:16:38.597047,0.0,0.0,2489.0,1643.0
44678,5,3,0,0,1,621,,2021-05-04 19:22:49.900878,0.0,0.0,1618136.0,24901.0
45043,5,1,0,0,1,594,,2021-04-23 14:35:12.401407,0.0,0.0,58194.0,30530.0
46100,5,7,0,0,1,239,,2021-05-15 10:07:15.020123,0.0,0.0,6592.0,3317.0
46101,5,3,0,0,1,240,,2021-05-15 10:07:17.492189,0.0,0.0,607912.0,87281.0
46102,5,1,0,0,1,241,,2021-05-15 10:07:16.833222,0.0,0.0,10848.0,5564.0
46103,5,1,0,0,1,292,,2021-05-15 10:07:19.143896,0.0,0.0,1172.0,877.0
47290,5,2,0,0,1,635,,2021-05-22 20:52:53.896655,0.0,0.0,38879.0,17194.0
47291,5,8,0,0,1,636,,2021-05-22 20:53:01.214504,0.0,0.0,2212.0,1355.0
47292,5,8,0,0,1,637,,2021-05-22 20:53:01.312878,0.0,0.0,636233.0,59633.0
47293,5,1,0,0,1,638,,2021-05-22 20:53:01.676855,0.0,0.0,5161.0,1553.0
47294,5,2,0,0,1,639,,2021-05-22 20:53:02.505640,0.0,0.0,21981.0,11614.0
47295,5,2,0,0,1,640,,2021-05-22 20:53:29.972712,0.0,0.0,840932.0,32866.0
47901,5,2,0,0,1,641,,2021-05-26 19:58:25.369109,0.0,0.0,1143692.0,14768.0
48039,5,1,0,0,1,543,,2021-04-19 17:06:50.857367,0.0,0.0,60366.0,44525.0
48835,5,1,0,0,1,233,,2021-05-18 14:49:27.022435,0.0,0.0,2539113.0,426301.0
49196,5,1,0,0,1,477,,2021-04-29 11:27:20.725957,0.0,0.0,114079.0,59056.0
49370,5,1,0,0,1,620,,2021-05-03 18:30:35.572520,0.0,0.0,22161.0,11882.0
49970,5,13,0,0,1,653,,2021-06-07 20:48:23.111413,0.0,0.0,6175.0,3148.0
49971,5,1,0,0,1,654,,2021-06-07 20:48:23.376980,0.0,0.0,1383.0,771.0
49972,5,15,0,0,1,655,,2021-06-07 20:48:24.442485,0.0,0.0,11585496.0,743906.0
49973,5,3,0,0,1,656,,2021-06-07 20:48:25.013204,0.0,0.0,48977.0,22245.0
49974,5,8,0,0,1,657,,2021-06-07 20:48:53.377994,0.0,0.0,2177306.0,150621.0
51395,5,21,0,0,1,284,,2021-06-15 21:17:35.505358,0.0,0.0,2617178.0,120238.0
51396,5,2,0,0,1,286,,2021-06-15 21:17:35.621912,0.0,0.0,33062.0,19855.0
51397,5,15,0,0,1,285,,2021-06-15 21:17:34.153698,0.0,0.0,11725.0,7175.0
51398,5,1,0,0,1,664,,2021-06-15 21:17:37.268297,0.0,0.0,1205.0,925.0
51399,5,10,0,0,1,287,,2021-06-15 21:17:39.384967,0.0,0.0,1190905.0,145088.0
51401,5,5,0,0,1,271,,2021-06-15 21:18:00.166122,0.0,0.0,103374.0,47074.0
51402,5,1,0,0,1,272,,2021-06-15 21:18:00.009373,0.0,0.0,10943.0,6124.0
51403,5,1,0,0,1,270,,2021-06-15 21:17:58.507112,0.0,0.0,4483.0,2076.0
51404,5,3,0,0,1,437,,2021-06-15 21:18:00.827017,0.0,0.0,17220129.0,52711.0
52251,5,1,0,0,1,498,,2021-06-07 13:14:56.962109,0.0,0.0,7671.0,2483.0
52253,5,1,0,0,1,500,,2021-06-07 13:14:59.007336,0.0,0.0,159460.0,47500.0
52864,5,29,0,0,1,669,,2021-06-25 11:36:01.701378,0.0,0.0,14173557.0,211449817.0
55576,5,1,0,0,1,677,,2021-07-10 21:53:26.017540,0.0,0.0,241.0,137.0
57825,5,1,0,0,1,681,,2021-07-24 15:49:03.132349,0.0,0.0,10480.0,5303.0
57898,5,1,0,0,1,682,,2021-07-24 23:56:51.595547,0.0,0.0,10843.0,6607.0
57912,5,1,0,0,1,687,,2021-07-25 00:09:49.892557,0.0,0.0,9553.0,3696.0
58473,5,3,0,0,1,352,,2021-07-28 14:35:55.702847,0.0,0.0,20880118.0,122264.0
61524,5,1,0,0,1,469,,2021-07-04 18:55:52.759383,0.0,0.0,317165.0,38459.0
61941,5,1,0,0,1,440,,2021-08-17 20:59:01.835050,0.0,0.0,7697.0,3603.0
62563,5,2,0,0,1,697,,2021-08-21 14:04:59.692159,0.0,0.0,9344.0,2814.0
62673,5,1,0,0,1,622,,2021-08-07 08:55:00.281085,0.0,0.0,14628774.0,173024.0
62678,5,1,0,0,1,686,,2021-07-25 00:08:42.823855,0.0,0.0,10664.0,7701.0
63595,5,1,0,0,1,560,,2021-08-13 12:02:07.323387,0.0,0.0,531810719.0,97655828.0
64337,5,1,0,0,1,688,,2021-08-17 12:29:01.058906,0.0,0.0,44484276.0,7222961.0
64338,5,1,0,0,1,689,,2021-08-17 12:29:09.935490,0.0,0.0,4643175.0,75185.0
65619,5,1,0,0,1,670,,2021-06-29 21:15:06.616426,0.0,0.0,21944.0,3922.0
65620,5,1,0,0,1,671,,2021-06-29 21:15:06.795034,0.0,0.0,198763.0,12816.0
65621,5,1,0,0,1,672,,2021-06-29 21:15:07.577684,0.0,0.0,73208.0,11328.0
65622,5,1,0,0,1,673,,2021-06-29 21:15:07.795870,0.0,0.0,214994.0,14558.0
66644,5,1,0,0,1,556,,2021-05-18 16:14:12.853692,0.0,0.0,286111.0,16996.0
66731,5,2,0,0,1,708,,2021-09-15 12:09:59.595065,0.0,0.0,785577.0,32844.0
68026,5,1,0,0,1,683,,2021-09-08 13:11:02.844735,0.0,0.0,1167671.0,517507.0
68027,5,1,0,0,1,684,,2021-08-24 11:18:24.000793,0.0,0.0,162071309.0,32982030.0
68028,5,1,0,0,1,685,,2021-08-24 11:18:23.716390,0.0,0.0,511621.0,244078.0
68290,5,1,0,0,1,340,,2021-08-22 19:58:12.884342,0.0,0.0,2216088.0,769538.0
68323,5,1,0,0,1,698,,2021-09-05 17:03:06.976297,0.0,0.0,16076.0,6713.0
68324,5,1,0,0,1,699,,2021-09-05 17:03:07.255676,0.0,0.0,43611.0,24087.0
68325,5,1,0,0,1,700,,2021-09-05 17:03:08.074437,0.0,0.0,3705177.0,279262.0
68326,5,1,0,0,1,701,,2021-09-05 17:03:09.312863,0.0,0.0,5756.0,2738.0
69230,5,1,0,0,1,658,,2021-06-09 10:05:10.785150,0.0,0.0,2180.0,1794.0
69232,5,1,0,0,1,706,,2021-09-14 09:57:58.719734,0.0,0.0,3663.0,1492.0
69233,5,1,0,0,1,707,,2021-09-14 09:58:55.025985,0.0,0.0,949623.0,52629.0
69587,5,1,0,0,1,646,,2021-09-17 10:00:25.597315,0.0,0.0,107686.0,54413.0
69588,5,1,0,0,1,647,,2021-09-17 10:00:27.006652,0.0,0.0,21825732.0,2192397.0
69589,5,1,0,0,1,648,,2021-09-17 10:00:26.189542,0.0,0.0,565348.0,250559.0
69590,5,1,0,0,1,649,,2021-09-17 10:00:28.907260,0.0,0.0,12139085.0,1325567.0
69730,5,1,0,0,1,336,,2021-09-18 14:16:02.798538,0.0,0.0,1866663.0,233599.0
70647,5,3,0,0,1,712,,2021-10-08 13:40:39.183773,0.0,0.0,368492.0,40607.0
70886,5,1,0,0,0,39,,2021-10-09 21:16:36.538746,0.0,0.0,0.0,216.0
71333,5,1,0,0,1,464,,2021-09-28 21:32:15.292592,0.0,0.0,213448.0,115843.0
71835,5,1,0,0,1,399,,2021-09-14 15:50:34.262319,0.0,0.0,5158377.0,162365.0
73790,5,2,0,0,1,717,,2021-10-28 09:31:52.115556,0.0,0.0,9879.0,5360.0
73792,5,2,0,0,1,718,,2021-10-28 09:31:52.137838,0.0,0.0,10857.0,5198.0
74648,5,1,0,0,1,334,,2021-06-20 20:43:20.202407,0.0,0.0,10081485.0,63477.0
76088,5,2,0,0,1,726,,2021-11-11 11:21:00.526744,0.0,0.0,72848.0,1275845.0
76146,5,1,0,0,1,727,,2021-11-11 13:43:15.070841,0.0,0.0,1031.0,397.0
76147,5,1,0,0,1,728,,2021-11-11 13:43:17.067700,0.0,0.0,69331.0,13497.0
76155,5,3,0,0,1,729,,2021-11-11 14:30:59.305144,0.0,0.0,31798.0,6728.0
77958,5,4,0,0,1,734,,2021-11-22 09:10:11.011096,0.0,0.0,13086147.0,76263.0
78335,5,1,0,0,1,542,,2021-04-19 17:06:54.610146,0.0,0.0,330325.0,73204.0
78506,5,1,0,0,1,615,,2021-05-03 10:16:38.124600,0.0,0.0,24903.0,10619.0
78507,5,1,0,0,1,617,,2021-05-03 10:16:39.949425,0.0,0.0,43840.0,24222.0
78508,5,1,0,0,1,618,,2021-05-03 10:16:40.600004,0.0,0.0,35480673.0,973164.0
78509,5,1,0,0,1,619,,2021-05-03 10:16:57.599001,0.0,0.0,60617.0,24181.0
78690,5,1,0,0,1,705,,2021-11-11 15:35:49.684790,0.0,0.0,565538.0,384523.0
84039,5,1,0,0,1,739,,2021-12-27 16:27:54.533599,0.0,0.0,1089.0,925.0
85869,5,4,0,0,1,493,,2022-01-06 23:04:48.593711,0.0,0.0,520928.0,19356.0
87083,5,1,0,0,1,322,,2021-05-21 20:44:11.925058,0.0,0.0,88.0,88.0
87101,5,1,0,0,1,512,,2021-05-21 20:44:32.243561,0.0,0.0,116815.0,116326.0
87339,5,5,0,0,1,743,,2022-01-16 15:13:01.867440,0.0,0.0,6971.0,3350.0
87340,5,10,0,0,1,744,,2022-01-16 15:13:02.704264,0.0,0.0,1803355.0,139701.0
87341,5,1,0,0,1,745,,2022-01-16 15:13:03.503904,0.0,0.0,11020.0,6347.0
87342,5,4,0,0,1,746,,2022-01-16 15:13:05.730665,0.0,0.0,1415792.0,11449.0
87343,5,2,0,0,1,747,,2022-01-16 15:13:07.575384,0.0,0.0,140612.0,4427.0
87452,5,1,0,0,1,748,,2022-01-17 10:55:46.645706,0.0,0.0,63762.0,3505.0
88376,5,1,0,0,1,53,,2022-01-08 16:39:35.811077,0.0,0.0,1206141.0,205754.0
89661,5,1,0,0,1,724,,2022-01-15 17:52:01.022311,0.0,0.0,2422963.0,278335.0
89980,5,1,0,0,1,424,,2022-01-17 18:19:23.865488,0.0,0.0,749138.0,17429.0
91370,5,1,0,0,1,438,,2021-09-02 21:37:26.841008,0.0,0.0,9528.0,3451.0
91371,5,1,0,0,1,439,,2021-09-02 22:20:16.432254,0.0,0.0,63336.0,10646.0
92355,5,1,0,0,1,206,,2021-09-30 12:36:04.213378,0.0,0.0,238888.0,123424.0
92466,5,6,0,0,1,236,,2022-02-14 12:59:18.342137,0.0,0.0,1842974.0,99547.0
92872,5,1,0,0,1,759,,2022-02-16 15:37:18.251693,0.0,0.0,2321.0,866.0
95205,5,1,0,0,1,220,,2021-11-20 14:22:34.779168,0.0,0.0,37748.0,91138.0
97026,5,1,0,0,1,283,,2022-02-23 20:13:25.196118,0.0,0.0,1601522.0,693063.0
98279,5,1,0,0,1,328,,2021-11-27 12:47:14.192724,0.0,0.0,111085651.0,2488280.0
98281,5,1,0,0,1,338,,2021-11-22 22:07:48.046370,0.0,0.0,1359039.0,78280.0
98293,5,1,0,0,1,400,,2021-11-27 12:47:15.455962,0.0,0.0,202211.0,117129.0
98294,5,1,0,0,1,407,,2021-11-22 22:07:47.417381,0.0,0.0,7556.0,5300.0
98309,5,1,0,0,1,586,,2021-11-22 22:07:48.049389,0.0,0.0,12587557.0,842625.0
98371,5,1,0,0,1,772,,2022-03-16 08:48:04.129121,0.0,0.0,6675.0,6285.0
98582,5,2,0,0,1,773,,2022-03-17 09:09:11.767791,0.0,0.0,114463.0,11453.0
98785,5,1,0,0,1,749,,2022-01-26 14:00:08.176828,0.0,0.0,3342836.0,219696.0
98980,5,1,0,0,1,327,,2022-03-04 21:56:08.263905,0.0,0.0,110239.0,48572.0
99820,5,1,0,0,1,764,,2022-02-21 09:32:28.121372,0.0,0.0,6211.0,3797.0
99922,5,1,0,0,0,47,,2022-03-23 18:34:32.860299,0.0,0.0,355.0,509.0
101062,5,1,0,0,1,362,,2021-11-30 10:07:31.903132,0.0,0.0,27383897.0,1899727.0
101072,5,1,0,0,1,398,,2022-01-03 11:00:32.922421,0.0,0.0,133113.0,90053.0
101493,5,1,0,0,1,709,,2021-09-17 10:22:23.470316,0.0,0.0,16352.0,5144.0
101750,5,1,0,0,1,762,,2022-03-17 09:07:47.772813,0.0,0.0,31745230.0,1207118.0
101751,5,1,0,0,1,763,,2022-03-17 09:07:48.671242,0.0,0.0,35894712.0,376300.0
101821,5,1,0,0,1,783,,2022-04-01 20:14:30.237685,0.0,0.0,8785.0,5681.0
101822,5,1,0,0,1,784,,2022-04-01 20:14:30.693034,0.0,0.0,2350.0,1860.0
102126,5,1,0,0,1,214,,2021-06-02 10:22:47.721197,0.0,0.0,91492.0,9957.0
102512,5,1,0,0,1,447,,2022-03-21 08:38:23.557168,0.0,0.0,55968234.0,61251376.0
102989,5,1,0,0,1,626,,2021-05-30 14:05:02.943549,0.0,0.0,36360930.0,1622780.0
103467,5,1,0,0,1,775,,2022-03-25 15:28:29.945254,0.0,0.0,1861.0,774.0
103468,5,1,0,0,1,776,,2022-03-25 15:28:32.452463,0.0,0.0,26577.0,17333.0
104840,5,1,0,0,1,767,,2022-03-07 21:22:31.623771,0.0,0.0,10721.0,5201.0
104841,5,1,0,0,1,768,,2022-03-07 21:22:46.360933,0.0,0.0,252145.0,108629.0
105011,5,1,0,0,1,360,,2022-01-04 11:06:55.389725,0.0,0.0,608175.0,362469.0
105012,5,1,0,0,1,361,,2022-01-04 11:04:56.431160,0.0,0.0,82890119.0,17514117.0
105013,5,1,0,0,1,363,,2022-01-03 11:00:30.456421,0.0,0.0,1208292.0,718034.0
106529,5,1,0,0,1,760,,2022-04-09 09:11:11.659215,0.0,0.0,48873.0,21503.0
106530,5,1,0,0,1,761,,2022-04-09 09:11:17.556272,0.0,0.0,2407751.0,57146.0
106536,5,1,0,0,1,788,,2022-04-08 17:36:37.597539,0.0,0.0,2350.0,1846.0
107211,5,1,0,0,1,740,,2022-04-12 21:28:29.152530,0.0,0.0,60203.0,34844.0
107212,5,1,0,0,1,741,,2022-04-12 21:28:30.507088,0.0,0.0,9678512.0,2068322.0
107213,5,1,0,0,1,742,,2022-04-12 21:28:30.509130,0.0,0.0,437241.0,251133.0
107214,5,1,0,0,1,750,,2022-04-12 21:28:32.380380,0.0,0.0,12806.0,6601.0
107217,5,1,0,0,1,755,,2022-02-10 09:25:11.178538,0.0,0.0,81291.0,52387.0
107218,5,1,0,0,1,756,,2022-02-10 09:25:14.059252,0.0,0.0,9574611.0,850269.0
107430,5,1,0,0,1,721,,2022-03-21 09:57:47.083302,0.0,0.0,218168.0,103358.0
107431,5,1,0,0,1,722,,2022-03-21 09:57:47.778804,0.0,0.0,171071230.0,9078524.0
107432,5,1,0,0,1,723,,2022-03-21 09:57:48.930510,0.0,0.0,444759.0,276318.0
107540,5,1,0,0,1,792,,2022-04-28 22:02:28.327054,0.0,0.0,12952.0,5886.0
107655,5,1,0,0,1,715,,2022-04-14 21:40:02.426713,0.0,0.0,243317.0,105998.0
108349,5,1,0,0,1,793,,2022-05-02 13:17:13.126758,0.0,0.0,6487.0,2533.0
109320,5,1,0,0,1,790,,2022-04-22 14:39:18.367544,0.0,0.0,572107.0,62271.0
110165,5,1,0,0,1,678,,2022-04-26 21:02:44.137310,0.0,0.0,638798.0,7739763.0
110177,5,1,0,0,1,738,,2022-03-07 12:34:05.441747,0.0,0.0,385870.0,50614.0
110374,5,1,0,0,1,623,,2022-03-23 19:46:48.239596,0.0,0.0,180702.0,94371.0
110375,5,1,0,0,1,624,,2022-03-23 19:46:49.128138,0.0,0.0,38789421.0,5356087.0
110376,5,1,0,0,1,625,,2022-03-23 19:46:54.855533,0.0,0.0,391565.0,212721.0
110377,5,1,0,0,1,627,,2022-03-23 19:47:07.729963,0.0,0.0,444931.0,41546.0
110378,5,1,0,0,1,642,,2021-05-28 00:25:22.687806,0.0,0.0,6606.0,4954.0
110600,5,1,0,0,1,659,,2022-04-28 13:44:14.608510,0.0,0.0,1080.0,660.0
111201,5,1,0,0,1,114,,2021-11-30 19:33:10.284464,0.0,0.0,3114.0,1190.0
111202,5,1,0,0,1,115,,2021-11-30 19:33:14.983158,0.0,0.0,1361389.0,48740.0
111209,5,1,0,0,1,132,,2021-11-30 19:39:03.928897,0.0,0.0,252752.0,27799.0
111261,5,1,0,0,1,736,,2022-04-12 14:37:56.357757,0.0,0.0,113858.0,85766.0
111262,5,1,0,0,1,737,,2022-04-12 14:37:56.328220,0.0,0.0,19171622.0,839908.0
112136,5,1,0,0,1,666,,2022-05-05 13:22:30.461593,0.0,0.0,20720261.0,209101.0
112413,5,1,0,0,1,765,,2022-02-22 19:35:08.472919,0.0,0.0,17307.0,11221.0
112416,5,1,0,0,1,785,,2022-05-06 10:11:37.165643,0.0,0.0,125780.0,49214.0
112417,5,1,0,0,1,786,,2022-05-06 10:11:39.329751,0.0,0.0,283777.0,178309.0
112418,5,1,0,0,1,787,,2022-05-06 10:11:39.766629,0.0,0.0,3697785.0,1204445.0
112782,5,1,0,0,1,611,,2022-05-08 20:10:08.941945,0.0,0.0,21939909.0,893466.0
113954,5,1,0,0,1,524,,2022-05-13 08:11:44.751593,0.0,0.0,336880.0,30067.0
114388,5,1,0,0,1,789,,2022-04-17 04:01:07.928875,0.0,0.0,3272.0,2388.0
114633,5,1,0,0,1,732,,2021-11-17 12:22:17.564610,0.0,0.0,10983326.0,1018244.0
116150,5,1,0,0,1,123,,2021-08-01 15:40:26.308558,0.0,0.0,1790278.0,65151.0
116457,5,1,0,0,1,730,,2021-11-13 17:23:31.682143,0.0,0.0,1439137.0,145958.0
117770,5,1,0,0,1,289,,2021-05-30 22:46:58.331454,0.0,0.0,70548.0,40097.0
117771,5,1,0,0,1,290,,2021-05-30 22:46:58.794747,0.0,0.0,105691466.0,6054784.0
117794,5,1,0,0,1,444,,2021-05-30 22:46:58.910694,0.0,0.0,312188.0,181679.0
117795,5,1,0,0,1,458,,2021-05-28 21:07:47.865518,0.0,0.0,64054.0,49070.0
117806,5,1,0,0,1,643,,2021-05-28 21:07:56.605439,0.0,0.0,426595.0,35809.0
118260,5,1,0,0,1,713,,2022-06-01 19:59:27.152567,0.0,0.0,347917.0,59327.0
118565,5,3,0,0,1,803,,2022-06-17 13:39:07.612757,0.0,0.0,289060.0,16886.0
118634,5,3,0,0,1,804,,2022-06-17 22:50:57.874203,0.0,0.0,26815.0,7677.0
119373,5,1,0,0,1,305,,2022-06-06 08:05:00.574260,0.0,0.0,198524.0,102863.0
119587,5,1,0,0,1,799,,2022-06-07 20:20:38.026224,0.0,0.0,761274.0,517440.0
119588,5,1,0,0,1,802,,2022-06-07 20:46:26.981752,0.0,0.0,25182266.0,397600.0
120188,5,1,0,0,1,472,,2022-06-10 20:39:45.135988,0.0,0.0,3289937.0,522166.0
120528,5,1,0,0,1,153,,2022-03-21 17:47:50.849616,0.0,0.0,191004766.0,4744095.0
121191,5,1,0,0,1,719,,2022-06-15 21:35:08.044567,0.0,0.0,27168.0,25328.0
121625,5,1,0,0,1,513,,2022-06-17 13:39:00.597224,0.0,0.0,233964.0,121600.0
121626,5,1,0,0,1,514,,2022-06-17 13:39:01.397084,0.0,0.0,327743722.0,15119341.0
121634,5,1,0,0,1,585,,2022-06-17 13:39:02.568361,0.0,0.0,872247.0,524373.0
121638,5,1,0,0,1,663,,2022-05-05 13:00:21.293233,0.0,0.0,13845.0,10584.0
121644,5,1,0,0,1,720,,2022-06-17 20:39:36.447475,0.0,0.0,568200.0,74352.0
121698,5,1,0,0,1,810,,2022-07-02 08:42:12.896074,0.0,0.0,8035.0,3267.0
121822,5,1,0,0,1,51,,2022-06-20 09:45:50.282274,0.0,0.0,68127546.0,18972907.0
121859,5,1,0,0,1,98,,2022-06-18 21:39:55.240281,0.0,0.0,571332.0,88214.0
121907,5,1,0,0,1,194,,2022-06-19 02:59:04.552610,0.0,0.0,188922.0,75530.0
121996,5,1,0,0,1,702,,2022-06-18 21:31:09.620384,0.0,0.0,291989.0,140305.0
121997,5,1,0,0,1,703,,2022-06-18 21:31:10.031950,0.0,0.0,56829477.0,11724740.0
121998,5,1,0,0,1,704,,2022-06-18 21:31:11.038603,0.0,0.0,708702.0,397144.0
122615,5,1,0,0,1,609,,2021-04-25 13:38:43.911952,0.0,0.0,10674.0,9370.0
122617,5,1,0,0,1,613,,2022-06-23 13:24:11.555671,0.0,0.0,263667.0,45695.0
122732,5,1,0,0,1,321,,2021-08-04 11:26:57.420530,0.0,0.0,28063.0,3880.0
123105,5,1,0,0,1,606,,2022-06-26 13:48:37.813371,0.0,0.0,574030.0,255717.0
123106,5,1,0,0,1,607,,2022-06-26 13:48:39.848121,0.0,0.0,84075766.0,14220749.0
123107,5,1,0,0,1,608,,2022-06-26 13:48:42.580683,0.0,0.0,1873731.0,894517.0
123108,5,1,0,0,1,610,,2022-06-26 13:48:39.853118,0.0,0.0,12807335.0,1569559.0
123113,5,1,0,0,1,774,,2022-03-24 21:14:07.733334,0.0,0.0,325095.0,53186.0
123250,5,1,0,0,1,815,,2022-07-11 17:47:46.723539,0.0,0.0,279589.0,7451.0
123521,5,1,0,0,1,644,,2021-05-31 15:07:55.862030,0.0,0.0,3231.0,1324.0
123522,5,1,0,0,1,645,,2021-05-31 15:07:56.400668,0.0,0.0,396530.0,74037.0
123722,5,1,0,0,1,448,,2022-04-14 21:40:42.850650,0.0,0.0,5085010.0,1919237.0
123934,5,1,0,0,1,491,,2022-05-18 21:36:21.031032,0.0,0.0,696301.0,417891.0
123935,5,1,0,0,1,492,,2022-05-18 21:36:23.584134,0.0,0.0,22874954.0,2646978.0
124124,5,1,0,0,1,769,,2022-07-01 23:09:13.513730,0.0,0.0,6789247.0,3695840.0
124125,5,1,0,0,1,770,,2022-07-01 23:09:04.716729,0.0,0.0,275048.0,116773.0
124126,5,1,0,0,1,771,,2022-07-01 23:09:06.031148,0.0,0.0,528131.0,345799.0
124224,5,1,0,0,1,251,,2022-07-16 14:23:45.558007,0.0,0.0,19845.0,10363.0
124344,5,1,0,0,1,261,,2022-07-02 08:53:28.563538,0.0,0.0,41732377.0,2164755.0
124366,5,1,0,0,1,529,,2022-05-16 21:45:21.884433,0.0,0.0,173731.0,74025.0
124367,5,1,0,0,1,530,,2022-05-16 21:45:23.006518,0.0,0.0,9493918.0,3330798.0
124368,5,1,0,0,1,531,,2022-05-16 21:45:22.993209,0.0,0.0,303985.0,196963.0
124379,5,1,0,0,1,711,,2021-10-05 14:33:15.234682,0.0,0.0,75687.0,26913.0
124382,5,1,0,0,1,805,,2022-06-18 08:32:39.469801,0.0,0.0,15822.0,6547.0
124585,5,1,0,0,1,816,,2022-07-18 18:44:46.754384,0.0,0.0,476.0,138.0
124587,5,1,0,0,1,337,,2022-07-18 18:44:47.643922,0.0,0.0,314.0,55.0
124588,5,2,0,0,1,817,,2022-07-18 18:44:49.084028,0.0,0.0,22738.0,4653.0
124759,5,1,0,0,1,139,,2022-07-05 15:10:16.830764,0.0,0.0,425413297.0,27204325.0
124810,5,1,0,0,1,751,,2022-02-03 09:09:02.177530,0.0,0.0,32554.0,12761.0
125575,5,1,0,0,1,716,,2021-10-24 11:18:11.658664,0.0,0.0,17692.0,8074.0
125969,5,1,0,0,1,791,,2022-04-26 21:24:35.222682,0.0,0.0,26167.0,12201.0
126290,5,1,0,0,1,204,,2022-07-13 18:18:30.450960,0.0,0.0,3936685.0,1000482.0
126291,5,1,0,0,1,205,,2022-07-13 18:18:50.406563,0.0,0.0,426702.0,247425.0
126325,5,1,0,0,1,446,,2022-07-13 19:57:46.927946,0.0,0.0,2035870.0,735937.0
126346,5,1,0,0,1,777,,2022-07-13 19:57:47.998891,0.0,0.0,5001519.0,5337957.0
126348,5,1,0,0,1,809,,2022-07-13 19:57:49.340778,0.0,0.0,48161.0,32483.0
126723,5,1,0,0,1,782,,2022-07-15 20:18:47.608063,0.0,0.0,468465.0,27071.0
126905,5,1,0,0,1,324,,2021-06-26 14:32:09.941379,0.0,0.0,880.0,350.0
126919,5,1,0,0,1,426,,2021-06-26 14:32:12.109710,0.0,0.0,424780.0,40310.0
127199,5,1,0,0,1,818,,2022-08-01 16:09:50.673774,0.0,0.0,21795.0,2473.0
127311,5,1,0,0,1,692,,2022-07-18 14:19:26.869779,0.0,0.0,832746.0,159666.0
127428,5,1,0,0,1,140,,2021-06-10 10:10:16.888437,0.0,0.0,356647.0,41258.0
127567,5,1,0,0,1,377,,2022-07-20 16:03:54.049592,0.0,0.0,1168582.0,112038.0
127677,5,1,0,0,1,596,,2022-04-25 09:35:49.530208,0.0,0.0,98576.0,57957.0
